Comments,Negative,Cleaning Ability,Usability,Battery or Charge,Reliability,Noise
It's a bit noisy.. I replaced my last Shark cordless with the DuoClean. The new one is a lot louder than the old one.,1,0,0,0,0,1
so much quieter (even on max),0,0,0,0,0,1
the dirt cup is easy to remove trash from,0,0,1,0,0,0
and it's fairly quiet.,0,0,0,0,0,1
quieter than most,0,0,0,0,0,1
Also is pretty quiet for a vacuum. It's loud but not loud to the point where you can't hear yourself think.,0,0,0,0,0,1
"It used to be that the dog would run and hide, and we had to wait until the kid was awake to vacuum. Not anymore. The dog just sits and watches, and it's not loud enough to wake the kid from a nap if the door is shut. 11) lastly, its quietter than you expect. Obviously, you put this thing on max power and it gets loud, but it isn't that bad (the Dyson is reportedly louder)",0,0,0,0,0,1
It is wonderfully quiet and the suction is better than the Dyson,0,1,0,0,0,0
It is wonderfully quiet and the suction is better than the Dyson,0,1,0,0,0,1
"but this one is so much nicer, quieter and easier to use",0,0,0,0,0,1
Then I noticed how quiet it is. This is a very quiet cleaner and it sounds very scientific as the battery winds up the motor and then winds down.,0,0,0,0,0,1
 it is much quieter than any other vacuum I have.,0,0,0,0,0,1
"On the regular power, it is so much quieter than my other vacuums. On max, it's still quieter",0,0,0,0,0,1
Loud – I find the noise louder than my Dyson.Definitely a lot more pros than cons. I’m really liking this vacuum despite the weight and noise level,1,0,0,0,0,1
"Then I realized it had 3 speed settings and was just quieter, not weaker. Then I used it and it is not only quieter, but actually seems better",0,0,0,0,0,1
. Very loud. I think the fins make it louder,1,0,0,0,0,1
" It is very quiet so my cat isn't scared of it,",0,0,0,0,0,1
" Compared to Dyson, Samsung is much quieter and very smooth maneuvering head.",0,0,1,0,0,0
" Compared to Dyson, Samsung is much quieter and very smooth maneuvering head.",0,0,0,0,0,1
The device is really quiet on the lower setting but still works pretty well.,0,0,0,0,0,1
 It is also really quiet; it is comparable to the sound of a hair dryer,0,0,0,0,0,1
This is a nice upgrade as it is much quieter and has a longer battery life.,0,0,0,1,0,1
This is a nice upgrade as it is much quieter and has a longer battery life.,0,0,0,0,0,1
This vacuum is so much quieter than the Dyson Animal 2 plug-in vacuum,0,0,0,0,0,1
Cleans very well but noisy. It works well but it is really really noisy very loud,1,0,0,0,0,1
" My son, who can be sensitive to loud noises, absolutely loves watching this vacuum.",0,0,0,0,0,1
Runs quietly enough to hear music or conversation while working,0,0,0,0,0,1
The dirt cup is easy to empty. I really like the freedom of no cord.,0,0,1,0,0,0
 It is very quiet and cleans very well,0,0,0,0,0,1
It is much quieter and performs as well as my Dyson.,0,0,0,0,0,1
"The are sturdy, handle well, they're not too loud",0,0,1,0,0,0
and do a great job sucking up dirt and pet hair,0,0,0,0,0,1
The Tineco is significantly quieter than any of my Dyson cordless,0,0,0,0,0,1
This new model is quieter,0,0,0,0,0,1
This vacuum is quieter than our other Dyson sticks,0,0,0,0,0,1
The vacuum head for carpet/hardwood is loud when using on hardwood,0,0,0,0,0,1
This machine is more quiet than the Dyson.,0,0,0,0,0,1
"and quiet! My cat usually hates when I vacuum; now, she doesn't even look up from her cat bed",0,0,0,0,0,1
Excellent quiet vacuum!. This vacuum is so quiet,0,0,0,0,0,1
You can hear the suction force when the power brush head is against the baseboard. Wow is it quiet. The dog hates vacuums but did bother this one.,0,0,0,0,0,1
The noise is surprsingly quiet as well unless you use the MAX button,0,0,0,0,0,1
The biggest surprise of this vacuum is how quietly it operates. We can carry on normal conversation while vacuuming without even raising our voices.,0,0,0,0,0,1
"This is also the quietest vacuum I've ever had also.  Many of the Shark vacuums are great, but they are all super loud.",0,0,0,0,0,1
"Have you ever gotten a pair of speakers or headphones or something like that, that made you feel like you were really hearing music for the first time? ",0,0,0,0,0,1
The motor is very quiet compared to my previous Dyson stick,0,0,0,0,0,1
Had an older version and this one is much quieter.,0,0,0,0,0,1
" First, it's the quietest of all my vacuums on the normal setting. I've found that about 99% of the time that's plenty of suction, though you can bump it up to turbo to get more suction when you need it (and then the accompanying high noise level). Most of the time I'm using it, though, it's very quiet. That makes my ears happy, and makes the cats happy.",0,0,0,0,0,1
"This vacuum  is absolutely no louder, and I’d argue quieter, than a hair dryer.  I feel no guilt if I decide to run the vacuum at 6:00 a.m. to clean up the cat litter tracked from the night before.  I know my neighbors can’t hear it",0,0,0,0,0,1
it's extremely quiet,0,0,0,0,0,1
"I wish the battery would last longer.,",1,0,0,1,0,0
"  Need extra  battery. Can’t buy another battery. This one didn’t last long enough,",1,0,0,1,0,0
"  only wish battery would last a little longer,",1,0,0,1,0,0
"  Battery life is not there yet,",1,0,0,1,0,0
"  eats through the battery quickly,",1,0,0,1,0,0
"  Short battery life.,",1,0,0,1,0,0
"  The battery won’t stay charged over 15 minutes. The battery life is horrible!,",1,0,0,1,0,0
"  Battery life does not last very long.,",1,0,0,1,0,0
"  This does not have a long battery at all!, ",1,0,0,1,0,0
"  The battery runs out too fast though.,",1,0,0,1,0,0
"  I wish that battery would last longer than 5 minutes when using the max suction.,",1,0,0,1,0,0
"  Literally does NOT hold a charge.,",1,0,0,1,0,0
"  but the ridiculously short battery life,",1,0,0,1,0,0
"It doesnt have enough power to suck garbage from the carpet hard.,",1,1,0,0,0,0
"  Need more power.,",1,1,0,0,0,0
"  This wasn't as powerful as I was expecting.,",1,1,0,0,0,0
"  it is the suction isn't as good as I thought it would be.,",1,1,0,0,0,0
"  It just doesn't seem to have the power of my full size vacuum.,",1,1,0,0,0,0
"  Not the strongest suction power,",1,1,0,0,0,0
"  I'm disappointed I thought the suction would be much stronger than what it is.,",1,1,0,0,0,0
"  The vacuum lacked power,",1,1,0,0,0,0
"  There just isn't enough suction power passed to the tools,",1,1,0,0,0,0
"  suction power should be much higher for the price,",1,1,0,0,0,0
"  Not the best suction.,",1,1,0,0,0,0
"  I could tell immediately that it wasn't going to be powerful enough for the job ahead,",1,1,0,0,0,0
"It doesnt have enough power to suck garbage from the carpet hard.,",1,1,0,0,0,0
"  Need more power.,",1,1,0,0,0,0
"  This wasn't as powerful as I was expecting.,",1,1,0,0,0,0
"  it is the suction isn't as good as I thought it would be.,",1,1,0,0,0,0
"  It just doesn't seem to have the power of my full size vacuum.,",1,1,0,0,0,0
"  Not the strongest suction power,",1,1,0,0,0,0
"  I'm disappointed I thought the suction would be much stronger than what it is.,",1,1,0,0,0,0
"  The vacuum lacked power,",1,1,0,0,0,0
"  There just isn't enough suction power passed to the tools,",1,1,0,0,0,0
"  suction power should be much higher for the price,",1,1,0,0,0,0
"  Not the best suction.,",1,1,0,0,0,0
"  I could tell immediately that it wasn't going to be powerful enough for the job ahead,",1,1,0,0,0,0
"Don't work any more. It has stop working,",1,0,0,0,1,0
"  Product worked great for the first 30 days or so then began acting up and is slowing getting worse.,",1,0,0,0,1,0
"  It was giving me issues within the first year,",1,0,0,0,1,0
  But 8 weeks later the brush motor stopped working. I made sure nothing was jammed in there. \,1,0,0,0,1,0
"  I returned it back to bestbuy, had to use my geek squad warranty.,",1,0,0,0,1,0
"  Stopped Working within 2 Months of Purchase,",1,0,0,0,1,0
"The canister is too small.,",1,0,1,0,0,0
"   difficulty in emptying the dust bin,",1,0,1,0,0,0
"Will Not Stand By Itself,",1,0,1,0,0,0
"   C'mon Engineers. Would be nice if it would stand up on its own. Is it that hard?,",1,0,1,0,0,0
"  the vacuum cannot be kept anywhere in upright position except for the charging station,",1,0,1,0,0,0
"it was to top heavy,",1,0,1,0,0,0
"  it is too heavy on top,",1,0,1,0,0,0
"  moderately heavy,,",1,0,1,0,0,0
"is very uncomfortable to hold in your hand when using.,",1,0,1,0,0,0
"  the placement of the turbo and wi-fi switches are a problem. It should probably be above the on/off switch instead of below. Or may be on the sides.   While vacuuming, my hand kept hitting the turbo and that was a little annoying.",1,0,1,0,0,0
"  I would change is the handle, not real comfortable.,",1,0,1,0,0,0
"Not good on thick rugs.,",1,1,0,0,0,0
"  Reluctantly gets plugged easily on medium to heavy duty jobs.,",1,1,0,0,0,0
"  Could be better on carpets.,",1,1,0,0,0,0
"  it could not handle my pet’s fur on carpet.,",1,1,0,0,0,0
"  unsuitable for carpeted floors,",1,1,0,0,0,0
"  Well in turbo mode it struggled picking up little pieces of leaves in the cars carpet,",1,1,0,0,0,0
  I do not recommend using this or any vacuum on deep pile rugs and carpets,1,1,0,0,0,0
"It indicated a clog. I took the motor off the pole and saw a clog, pet hair, at the top of the neck. 
   I tried and tried to get it out, even used a chopstick to pull out the clog.,",1,1,0,0,0,0
" The machine got stuck every few minutes and I had to open the top nozzle and clean out the rod with disposable chop sticks,",1,1,0,0,0,0
" The bits of paper and the dog fur worked together and chocked the pipe after every two minutes.,",1,1,0,0,0,0
" After 5 minutes of vacuuming I got a clog, the vacuum errored out and turned off,",1,1,0,0,0,0
" it constantly clogs. Even after cleaning it out and checking for any clogging it still indicates it’s clogged.,",1,1,0,0,0,0
" In summary we can only use this vacuum for about five minutes before it indicates it has a clog and it is extremely hard to remedy after that has happened.,",1,1,0,0,0,0
" constantly clogs and shuts down, and trying to clear the clog takes forever,",1,1,0,0,0,0
" Clogs constantly,",1,1,0,0,0,0
  My issue is that debris keeps getting stuck right in the entrance of the hose,1,1,0,0,0,0
you have to get the stick vacuum just right in the base for the Auto empty feature to work,1,0,1,0,0,0
"Maybe if I didn't have a dog that sheds so much this would be a better fit.,",1,1,0,0,0,0
"  people without dogs (or at least shedding dogs).,",1,1,0,0,0,0
"  Not great for Pet hair,",1,1,0,0,0,0
  does not pick up pet hair,1,1,0,0,0,0
"The vacuum Universal Nozzle does not have a lighted head making for cleaning in dark area or under beds cumbersome.,",1,0,1,0,0,0
"  This vac needs a better floor brush.  The universal floor brush is at best, average,",1,0,1,0,0,0
  The roller bars are impossible to clean,1,0,1,0,0,0
" find the LG spits out larger pieces (size of a small seed!,",1,1,0,0,0,0
"  Flick,",1,1,0,0,0,0
"  kick,",1,1,0,0,0,0
  kicking things around,1,1,0,0,0,0
"it requires some effort to move while vacuuming carpet.,",1,0,1,0,0,0
"   It's also hard to push on carpet,",1,0,1,0,0,0
"  Difficult to push,",1,0,1,0,0,0
"  it is hard to push,",1,0,1,0,0,0
"  It’s difficult to push over carpet,",1,0,1,0,0,0
"  heavy to move around,",1,0,1,0,0,0
  A tad difficult to maneuver on tile or carpet due to the extreme suction,1,0,1,0,0,0
"long hair wraps around center of roll.,",1,1,0,0,0,0
"  The long threads can become wrapped around any brush head and ripped from their base.,",1,1,0,0,0,0
"  and string, twine, or thread tangle up in them like hair on Medusa.,",1,1,0,0,0,0
  The brush gets completely wrapped in carpet fuzz and hair very quickly.,1,1,0,0,0,0
"it was just pushing stuff around,",1,1,0,0,0,0
   but I do notice it'll push around some larger pieces of dirt,1,1,0,0,0,0
" hard to clean filter,",1,0,1,0,0,0
"  It is hard to clean and the filters get so dirty so fast,",1,0,1,0,0,0
  It is difficult to clean the canister out,1,0,1,0,0,0
"Long lasting battery to get things done.,",0,0,0,1,0,0
" battery life is good,",0,0,0,1,0,0
"Really easy to assemble,",0,0,1,0,0,0
"  Set up was simple,,",0,0,1,0,0,0
